Age,Assignment_Score,Attendance_Score,Distance_from_Home,Exam_Score,Extracurricular,Family_Income,Gender,Grade,Internet,Learning_Disabilities,Motivation_Level,Parent_Education,Parental_Involvement,Participation,Peer_Influence,Physical_Activity,Resources,Sleep_Hours,Social_Media,Stress_Level,Study_Hours_per_Week,Teacher_Quality,Total_Score,Tutoring_Sessions
27,80.0,79.0,Far,66.0,Yes,High,Male,C,Yes,No,Medium,High School,High,No,Negative,4,Medium,4,2,Medium,14,Medium,72.8,1
18,93.0,95.0,Near,68.0,Yes,Low,Male,B,No,No,Low,High School,High,No,Neutral,2,Low,7,30,Low,19,High,80.9,0
29,87.0,72.0,Near,63.0,No,Medium,Female,C,No,No,Medium,High School,Medium,Yes,Positive,4,Low,6,27,High,15,Low,72.0,2
22,94.0,65.0,Moderate,68.0,No,Medium,Male,C,Yes,No,Medium,Postgraduate,High,No,Neutral,2,High,10,2,High,23,Medium,75.2,2
22,95.0,94.0,Near,74.0,Yes,Medium,Male,B,Yes,No,Medium,High School,Low,No,Positive,5,High,4,5,High,28,Medium,84.3,1
22,92.0,83.0,Moderate,65.0,Yes,Low,Male,C,Yes,Yes,Low,High School,Low,No,Neutral,2,Medium,7,5,High,16,Medium,76.7,3
19,50.0,96.0,Moderate,69.0,Yes,Low,Male,D,Yes,No,Medium,Postgraduate,Medium,No,Positive,2,Medium,4,19,Low,20,Low,68.7,1
18,66.0,98.0,Moderate,70.0,No,Low,Male,C,Yes,No,Medium,High School,Medium,No,Neutral,1,High,6,2,Low,22,Medium,74.4,1
24,70.0,62.0,Moderate,65.0,Yes,Medium,Female,D,Yes,No,High,College,Medium,No,Positive,2,Low,4,0,Low,22,High,65.9,3
22,84.0,80.0,Near,68.0,No,Medium,Male,C,Yes,No,Medium,College,Medium,No,Positive,4,Medium,10,18,High,19,Medium,75.2,1
21,65.0,75.0,Moderate,65.0,No,Medium,Male,D,No,No,Medium,College,Low,Yes,Positive,5,Medium,6,5,High,23,Medium,67.0,0
18,66.0,85.0,Near,68.0,No,High,Male,C,No,No,Low,College,Medium,No,Neutral,2,High,7,18,High,22,High,70.8,0
22,70.0,92.0,Near,68.0,Yes,Low,Male,C,Yes,No,Low,High School,Medium,No,Neutral,3,High,7,18,High,12,Medium,73.4,4
22,98.0,71.0,Far,66.0,Yes,Low,Male,C,Yes,No,Low,Postgraduate,Medium,No,Positive,1,Medium,5,2,High,24,Medium,76.6,0
25,72.0,82.0,Near,70.0,No,High,Female,C,Yes,No,High,College,High,Yes,Positive,0,Medium,9,24,Medium,24,Medium,73.0,0
23,57.0,88.0,Far,66.0,No,High,Male,D,Yes,No,Medium,High School,Medium,No,Positive,2,Medium,8,1,High,14,Medium,67.7,1
19,50.0,65.0,Near,64.0,Yes,Low,Male,D,Yes,No,Medium,High School,Medium,No,Positive,5,High,8,1,Low,19,Medium,60.0,0
20,62.0,93.0,Near,70.0,No,Low,Female,C,Yes,No,Medium,College,Medium,No,Neutral,1,High,5,4,Medium,23,Medium,72.2,1
23,97.0,84.0,Near,68.0,No,High,Male,C,Yes,Yes,Low,High School,High,No,Negative,3,Medium,9,18,High,18,Medium,79.9,1
22,98.0,98.0,Moderate,74.0,Yes,Low,Male,B,Yes,No,Low,College,Low,No,Positive,2,High,9,16,High,25,Low,86.0,4
28,76.0,74.0,Near,71.0,Yes,Low,Female,C,Yes,No,Medium,College,High,No,Positive,2,Low,7,17,Medium,33,High,73.1,2
22,82.0,64.0,Near,61.0,Yes,Low,Male,D,Yes,No,Low,High School,Medium,No,Negative,3,Medium,8,1,High,14,Medium,67.9,0
29,90.0,80.0,Near,64.0,No,Low,Female,C,Yes,No,Medium,High School,Medium,No,Neutral,3,Low,7,27,Medium,11,Medium,75.0,3
23,53.0,63.0,Moderate,64.0,No,High,Male,D,Yes,No,High,Postgraduate,High,No,Neutral,1,Low,5,2,High,21,Medium,60.5,2
22,69.0,99.0,Near,73.0,Yes,Medium,Male,C,Yes,No,Medium,High School,High,No,Positive,3,Medium,7,5,High,23,Medium,77.0,0
19,82.0,62.0,Moderate,62.0,Yes,Low,Male,D,Yes,Yes,Medium,College,Medium,No,Negative,3,High,6,1,Low,18,High,68.0,0
23,95.0,90.0,Near,71.0,Yes,High,Male,B,Yes,Yes,Medium,High School,Low,No,Neutral,2,Medium,7,5,High,28,High,82.0,0
22,86.0,81.0,Near,68.0,Yes,Medium,Male,C,Yes,No,Medium,Postgraduate,High,No,Negative,2,Medium,9,2,High,11,High,76.0,2
24,68.0,75.0,Near,67.0,Yes,Medium,Male,D,Yes,No,High,Postgraduate,Medium,No,Neutral,2,Low,5,16,High,23,Medium,68.9,2
25,95.0,63.0,Far,63.0,No,Medium,Female,C,Yes,No,High,College,Medium,Yes,Negative,4,Medium,6,13,Medium,15,High,72.6,1
23,83.0,85.0,Near,71.0,No,Medium,Female,C,Yes,No,Medium,College,Low,No,Positive,3,Medium,6,13,High,29,Medium,77.4,2
23,92.0,83.0,Near,72.0,Yes,High,Male,B,Yes,No,Low,High School,Medium,No,Neutral,3,Medium,6,8,High,31,Medium,80.2,1
25,69.0,71.0,Moderate,66.0,No,Medium,Female,D,No,No,High,Postgraduate,High,Yes,Positive,3,Medium,6,19,Medium,14,High,67.9,3
29,50.0,96.0,Near,67.0,Yes,Medium,Female,D,Yes,No,Low,High School,Medium,No,Negative,4,Medium,7,0,High,16,Medium,67.7,1
29,58.0,72.0,Moderate,66.0,Yes,Low,Female,D,Yes,No,Medium,College,High,No,Negative,4,Medium,8,0,Medium,24,Medium,64.8,0
23,96.0,78.0,Near,68.0,No,High,Male,C,Yes,Yes,Medium,College,Low,No,Positive,4,Medium,8,18,High,17,Medium,78.4,4
23,52.0,82.0,Near,64.0,Yes,Medium,Female,D,Yes,No,Low,College,Low,No,Neutral,3,Low,7,0,High,19,Medium,64.0,0
22,80.0,64.0,Near,65.0,Yes,Medium,Male,D,Yes,No,High,High School,Medium,No,Positive,3,Medium,8,1,High,19,Medium,69.3,1
29,70.0,97.0,Near,66.0,Yes,Low,Male,C,Yes,No,High,High School,High,No,Neutral,1,Medium,10,15,Low,7,Low,73.4,0
19,71.0,75.0,Moderate,69.0,Yes,Medium,Male,C,Yes,No,High,College,High,No,Positive,4,High,7,5,High,19,High,70.8,1
23,70.0,63.0,Moderate,64.0,No,Medium,Female,D,Yes,No,Low,College,High,No,Negative,5,High,9,0,High,15,High,65.6,2
23,53.0,75.0,Near,65.0,Yes,Low,Female,D,Yes,No,Medium,College,Low,No,Positive,3,High,8,11,Low,16,High,63.4,1
25,56.0,84.0,Far,72.0,Yes,Low,Female,D,Yes,No,High,Postgraduate,High,No,Neutral,4,Medium,10,19,Medium,28,High,69.6,3
22,53.0,81.0,Near,65.0,No,Medium,Male,D,Yes,No,Low,College,High,No,Positive,3,Medium,8,1,High,11,High,64.6,1
22,53.0,88.0,Near,70.0,Yes,Medium,Female,D,Yes,No,Medium,College,Low,No,Negative,4,High,6,11,High,24,High,68.5,2
22,54.0,62.0,Moderate,64.0,Yes,Medium,Male,D,Yes,No,Medium,Postgraduate,Medium,No,Positive,3,Medium,7,2,High,17,High,60.6,2
24,85.0,71.0,Moderate,62.0,Yes,Low,Male,C,Yes,No,Low,High School,Medium,No,Neutral,2,Low,7,5,High,17,Low,70.7,1
19,56.0,93.0,Near,69.0,No,Low,Male,D,Yes,No,High,High School,Medium,No,Neutral,3,High,8,12,High,24,Low,69.9,0
24,63.0,63.0,Moderate,62.0,No,Medium,Male,D,Yes,No,Low,Postgraduate,High,No,Negative,2,Low,6,2,High,21,Low,62.5,1
24,83.0,94.0,Near,69.0,Yes,Low,Female,C,Yes,No,Medium,High School,Low,No,Positive,2,Low,9,27,Low,22,Medium,78.2,2
22,56.0,64.0,Far,66.0,No,Medium,Male,D,Yes,No,Medium,High School,Medium,No,Positive,3,High,7,1,High,25,Medium,62.6,3
23,96.0,93.0,Moderate,71.0,Yes,Medium,Female,B,Yes,No,Medium,High School,Medium,No,Positive,2,High,8,13,High,17,Low,82.9,2
23,74.0,74.0,Near,66.0,Yes,Low,Male,C,Yes,No,Low,High School,Medium,No,Positive,3,High,7,5,High,15,Low,70.0,4
18,98.0,84.0,Near,64.0,No,Low,Male,C,No,Yes,Medium,High School,High,No,Neutral,4,Medium,7,5,Low,12,Low,78.2,0
23,60.0,66.0,Moderate,63.0,Yes,High,Female,D,Yes,No,High,High School,Medium,Yes,Negative,3,High,7,0,Low,14,Medium,62.7,2
19,52.0,63.0,Moderate,69.0,No,Medium,Male,D,Yes,No,High,College,Medium,No,Positive,3,High,8,3,High,37,Medium,62.7,1
18,80.0,69.0,Near,68.0,Yes,Medium,Female,C,No,Yes,Medium,High School,High,Yes,Positive,4,High,10,27,Low,26,High,71.8,1
23,66.0,65.0,Near,63.0,Yes,Medium,Female,D,Yes,No,Medium,High School,High,No,Neutral,2,High,4,0,High,11,High,64.3,0
24,79.0,72.0,Far,64.0,Yes,High,Male,C,Yes,No,High,College,Medium,No,Positive,3,Medium,8,2,Low,11,Medium,70.1,1
24,74.0,81.0,Near,66.0,Yes,Low,Female,C,Yes,No,Medium,Postgraduate,Medium,No,Neutral,0,Low,7,4,Low,22,Medium,71.4,0
23,73.0,84.0,Near,71.0,Yes,High,Male,C,Yes,No,Medium,High School,Medium,No,Positive,4,High,7,12,High,22,Medium,74.2,1
29,93.0,92.0,Near,72.0,Yes,High,Female,B,Yes,No,High,High School,High,No,Negative,4,Medium,4,0,Medium,22,Medium,82.3,0
27,60.0,86.0,Near,88.0,No,Low,Male,C,Yes,No,Medium,College,High,No,Neutral,1,Medium,8,2,Medium,17,High,79.2,2
22,75.0,84.0,Far,66.0,Yes,Low,Male,C,Yes,No,Low,College,Medium,No,Negative,2,High,7,2,High,18,Medium,72.3,1
22,71.0,76.0,Moderate,65.0,Yes,Low,Male,D,Yes,No,Medium,High School,Medium,No,Neutral,2,Medium,6,3,High,21,High,69.0,0
22,84.0,79.0,Near,66.0,Yes,Medium,Male,C,Yes,No,Low,High School,Low,No,Neutral,3,Medium,7,5,High,20,Medium,74.0,2
29,53.0,77.0,Moderate,62.0,Yes,Low,Female,D,Yes,No,High,College,Low,No,Positive,2,Medium,7,0,Medium,6,Medium,62.3,4
29,76.0,94.0,Moderate,68.0,No,Low,Female,C,Yes,No,Medium,High School,Medium,No,Negative,3,Low,4,6,Medium,18,High,75.6,4
23,74.0,69.0,Near,65.0,Yes,Low,Female,D,Yes,No,High,Postgraduate,Medium,No,Neutral,5,Medium,7,19,Medium,14,Medium,68.5,2
22,99.0,60.0,Near,62.0,No,Low,Male,C,Yes,No,Low,High School,Low,No,Positive,3,High,8,2,High,20,Low,72.7,0
29,88.0,86.0,Moderate,74.0,No,Low,Female,B,Yes,No,High,High School,High,No,Negative,4,Medium,6,0,Medium,37,High,80.6,1
24,58.0,68.0,Near,64.0,Yes,Medium,Male,D,Yes,No,Medium,Postgraduate,Medium,No,Neutral,3,Low,7,2,High,21,Medium,63.0,0
22,75.0,96.0,Near,72.0,No,Medium,Male,C,Yes,No,High,Postgraduate,High,No,Negative,2,High,7,15,High,17,High,77.7,2
29,89.0,94.0,Near,70.0,No,Low,Female,B,Yes,Yes,Medium,High School,Medium,No,Neutral,3,Medium,9,11,Medium,25,Medium,80.5,0
22,76.0,63.0,Far,65.0,No,Medium,Male,D,Yes,No,Medium,High School,High,No,Positive,1,Medium,7,1,High,22,High,67.9,2
20,68.0,64.0,Near,66.0,Yes,Low,Female,D,Yes,No,Low,High School,Medium,No,Neutral,3,High,8,0,Low,22,High,66.2,3
22,69.0,80.0,Far,67.0,Yes,Medium,Male,C,Yes,No,Low,College,Medium,No,Positive,3,Medium,7,2,High,23,High,70.2,0
19,68.0,84.0,Near,73.0,Yes,Low,Male,C,Yes,No,Medium,High School,Medium,No,Positive,5,High,10,5,Low,31,Medium,73.7,1
23,51.0,71.0,Moderate,65.0,Yes,High,Female,D,Yes,No,Low,College,Medium,Yes,Positive,4,High,6,0,High,12,Medium,62.0,4
22,87.0,89.0,Near,74.0,No,Medium,Female,B,Yes,No,Medium,College,High,No,Neutral,3,High,6,13,High,22,High,80.9,4
23,81.0,84.0,Near,66.0,No,High,Female,C,Yes,No,Medium,College,Medium,Yes,Neutral,2,Medium,7,6,Medium,13,Medium,74.1,0
22,63.0,73.0,Near,67.0,No,High,Male,D,Yes,No,Medium,High School,Medium,No,Positive,3,Medium,6,1,High,22,Medium,67.0,1
29,82.0,61.0,Near,58.0,No,Low,Female,D,No,No,Low,High School,Medium,Yes,Neutral,0,Medium,5,0,Medium,13,Medium,65.8,0
23,65.0,90.0,Moderate,71.0,No,Low,Male,C,Yes,No,Medium,Postgraduate,High,No,Positive,3,High,8,13,High,16,High,73.0,2
22,62.0,69.0,Moderate,63.0,Yes,Medium,Male,D,Yes,No,High,High School,Low,No,Neutral,3,High,4,1,High,17,Low,63.9,1
23,87.0,93.0,Near,73.0,No,Medium,Female,B,Yes,No,Medium,College,Low,No,Positive,3,High,6,9,High,25,High,81.2,1
29,90.0,77.0,Far,68.0,Yes,Medium,Female,C,Yes,No,Medium,High School,High,No,Neutral,2,Medium,5,9,Medium,25,Medium,76.4,1
29,81.0,83.0,Near,66.0,Yes,Low,Female,C,Yes,No,Medium,College,Low,No,Negative,5,Medium,7,6,Medium,12,Medium,73.9,4
29,89.0,95.0,Near,68.0,No,Low,Male,C,Yes,Yes,Medium,High School,Low,No,Negative,3,Medium,4,18,Medium,19,Medium,79.7,3
29,68.0,95.0,Near,66.0,No,Medium,Female,C,No,No,Low,High School,Medium,Yes,Neutral,4,Low,8,0,High,15,High,72.4,2
23,54.0,75.0,Near,62.0,No,Medium,Female,D,Yes,No,Low,High School,Medium,No,Negative,3,High,8,11,High,11,High,62.2,1
22,80.0,68.0,Moderate,78.0,Yes,Medium,Male,C,Yes,Yes,Medium,High School,Medium,No,Neutral,3,Medium,5,5,High,18,Medium,76.6,0
22,63.0,91.0,Near,68.0,No,Medium,Male,C,Yes,No,Medium,College,Medium,No,Negative,4,Medium,7,18,High,17,Medium,71.1,1
23,89.0,77.0,Near,77.0,Yes,High,Female,B,Yes,No,Medium,College,High,Yes,Positive,4,High,8,24,High,34,Medium,80.6,5
24,68.0,68.0,Near,65.0,Yes,Medium,Male,D,Yes,No,Medium,College,High,No,Neutral,2,Low,8,1,High,22,Medium,66.5,1
23,84.0,96.0,Near,73.0,Yes,High,Female,B,Yes,No,Low,Postgraduate,High,Yes,Positive,4,High,5,13,High,11,Medium,80.9,3
24,78.0,68.0,Near,64.0,Yes,Low,Male,D,Yes,No,Medium,College,Medium,No,Positive,2,Low,5,1,Low,16,Low,69.0,4
23,91.0,61.0,Near,67.0,Yes,High,Female,C,No,No,Medium,College,Low,Yes,Positive,4,High,9,9,Low,25,High,73.0,0
29,92.0,61.0,Near,69.0,No,Medium,Female,C,Yes,No,Medium,High School,High,No,Positive,4,Medium,6,27,Medium,32,Medium,74.3,1
24,53.0,85.0,Moderate,60.0,Yes,Low,Male,D,Yes,Yes,High,High School,Low,No,Neutral,3,Low,6,1,Low,9,Medium,62.9,1
29,65.0,86.0,Near,66.0,No,Medium,Female,D,Yes,No,High,College,High,No,Positive,3,Medium,8,0,Medium,8,Medium,69.7,0
18,94.0,72.0,Near,70.0,Yes,Low,Male,C,Yes,No,High,High School,Low,No,Positive,2,High,5,2,Low,30,Low,77.6,2
18,70.0,73.0,Near,66.0,Yes,Low,Male,D,No,No,Low,College,High,No,Positive,3,Medium,7,1,Low,21,Medium,68.6,2
22,76.0,74.0,Far,64.0,Yes,Medium,Male,D,Yes,No,Medium,High School,High,No,Neutral,4,Medium,8,1,High,14,Low,69.6,1
22,59.0,87.0,Near,70.0,No,High,Male,C,Yes,No,Medium,College,Medium,No,Neutral,4,High,5,2,High,22,Low,70.1,1
29,78.0,62.0,Far,58.0,No,High,Female,D,Yes,No,High,High School,Medium,Yes,Neutral,2,Medium,6,0,Medium,3,High,64.8,3
20,63.0,97.0,Far,69.0,Yes,Low,Female,C,Yes,No,Medium,College,Medium,No,Negative,3,High,5,13,Medium,19,High,72.8,0
23,91.0,69.0,Moderate,64.0,Yes,High,Male,C,Yes,Yes,Low,High School,Medium,No,Neutral,1,Medium,6,15,High,21,High,73.1,0
29,60.0,100.0,Near,72.0,No,Medium,Male,C,Yes,No,Medium,High School,Low,No,Positive,4,Medium,9,15,High,25,Medium,74.0,2
22,68.0,67.0,Near,60.0,Yes,Low,Male,D,Yes,Yes,Low,High School,Medium,No,Neutral,3,Medium,9,1,High,13,Medium,63.8,1
29,55.0,91.0,Near,70.0,Yes,High,Female,D,Yes,No,High,High School,Medium,Yes,Neutral,3,Medium,7,11,Medium,20,Medium,69.7,2
23,79.0,69.0,Moderate,62.0,Yes,High,Female,D,Yes,No,Medium,Postgraduate,Medium,Yes,Negative,1,Low,8,19,Medium,13,Medium,68.5,1
23,97.0,63.0,Moderate,66.0,Yes,High,Female,C,Yes,No,Medium,High School,Medium,Yes,Neutral,3,Medium,8,27,Medium,21,High,74.7,1
29,59.0,95.0,Far,66.0,Yes,Medium,Female,D,Yes,No,Low,High School,Medium,No,Positive,5,Medium,6,0,High,14,Medium,69.7,0
24,51.0,94.0,Moderate,65.0,Yes,Low,Male,D,Yes,Yes,Medium,College,Low,No,Neutral,3,Medium,7,1,Low,17,Medium,66.6,1
24,71.0,76.0,Near,64.0,Yes,Low,Male,D,Yes,No,Medium,High School,High,No,Negative,3,Medium,5,3,Low,13,Medium,68.5,1
29,87.0,88.0,Near,72.0,Yes,High,Female,C,Yes,No,Medium,High School,High,Yes,Positive,3,Medium,6,6,Medium,23,Low,79.7,1
29,99.0,82.0,Near,71.0,Yes,Low,Female,B,Yes,No,High,High School,Medium,No,Neutral,2,Medium,7,13,Medium,24,High,81.6,3
23,53.0,94.0,Near,68.0,No,Medium,Female,D,Yes,No,Medium,High School,Low,No,Neutral,3,High,5,0,High,18,Medium,68.7,1
29,89.0,73.0,Moderate,68.0,Yes,Medium,Female,C,Yes,Yes,Medium,High School,High,No,Positive,5,Medium,5,27,Medium,19,High,75.3,2
23,68.0,81.0,Far,64.0,Yes,High,Female,D,Yes,No,High,Postgraduate,Low,Yes,Negative,3,Medium,6,19,Medium,10,Medium,68.6,2
29,58.0,79.0,Near,65.0,Yes,Medium,Female,D,Yes,No,Medium,High School,Low,No,Negative,3,Medium,9,0,Medium,17,High,65.7,3
18,60.0,74.0,Moderate,64.0,Yes,Low,Female,D,No,No,Medium,High School,Medium,Yes,Positive,3,High,9,0,Low,19,Medium,64.8,1
23,96.0,96.0,Moderate,75.0,No,Low,Female,B,Yes,No,Medium,College,Medium,No,Positive,3,Low,7,13,Medium,35,High,85.5,1
24,90.0,67.0,Near,61.0,Yes,Low,Male,C,Yes,No,Medium,High School,Low,No,Negative,2,Medium,8,5,Low,12,Medium,70.9,2
22,66.0,66.0,Near,68.0,No,Medium,Male,D,Yes,No,Medium,Postgraduate,High,No,Negative,3,High,6,30,High,28,Medium,67.0,0
27,97.0,83.0,Moderate,70.0,No,Low,Male,B,Yes,No,Low,College,Medium,No,Negative,4,Medium,4,16,Medium,25,High,80.7,2
23,55.0,86.0,Near,71.0,No,High,Female,D,Yes,No,Medium,Postgraduate,High,Yes,Negative,3,Medium,6,26,High,21,Low,69.2,5
22,66.0,68.0,Near,66.0,Yes,Low,Male,D,Yes,No,Low,High School,Low,No,Positive,3,High,7,1,High,30,Medium,66.4,0
22,83.0,76.0,Near,66.0,Yes,Low,Male,C,Yes,No,Low,College,High,No,Positive,1,Low,7,2,High,21,Medium,73.1,0
22,100.0,98.0,Far,70.0,Yes,Low,Male,B,Yes,No,Low,High School,Medium,No,Neutral,3,Medium,7,1,High,21,Medium,84.6,0
29,73.0,70.0,Near,62.0,No,Low,Female,D,Yes,No,Medium,High School,Low,No,Negative,5,Medium,7,0,Medium,19,Medium,66.9,0
23,91.0,87.0,Moderate,72.0,Yes,High,Male,B,Yes,No,Low,High School,High,No,Neutral,4,Low,6,15,High,26,Medium,80.7,4
29,96.0,90.0,Moderate,72.0,No,Medium,Male,B,Yes,No,High,High School,High,No,Negative,4,Medium,8,15,High,26,Medium,82.8,0
24,50.0,78.0,Moderate,63.0,Yes,Low,Male,D,Yes,No,Medium,College,Low,No,Positive,2,Medium,5,1,Low,15,Medium,62.1,2
18,64.0,98.0,Near,69.0,Yes,Low,Female,C,No,No,Medium,College,High,Yes,Neutral,5,Low,8,13,Low,11,Medium,73.3,5
22,55.0,89.0,Moderate,68.0,Yes,Medium,Male,D,Yes,No,Medium,Postgraduate,Medium,No,Positive,2,Medium,6,30,High,18,High,68.3,0
22,89.0,78.0,Near,67.0,Yes,Medium,Male,C,Yes,No,Low,High School,High,No,Neutral,3,High,10,5,High,14,Medium,75.8,0
23,78.0,83.0,Near,71.0,Yes,Low,Female,C,Yes,No,High,College,High,No,Neutral,2,High,7,13,Low,19,Medium,75.5,3
18,55.0,88.0,Far,67.0,Yes,Low,Male,D,No,No,Low,High School,Low,No,Positive,5,Medium,6,1,Low,26,Medium,67.6,2
24,71.0,84.0,Near,62.0,Yes,Medium,Male,D,Yes,Yes,Low,High School,Low,No,Negative,4,Low,6,1,High,16,Medium,69.1,0
29,76.0,95.0,Moderate,69.0,No,Low,Female,C,Yes,No,Medium,High School,Medium,No,Positive,4,Medium,6,29,Medium,19,High,76.3,0
24,85.0,74.0,Near,67.0,Yes,Low,Male,C,Yes,No,Medium,High School,High,No,Positive,0,Medium,8,29,Low,19,Medium,73.8,2
23,89.0,72.0,Near,71.0,Yes,Low,Female,C,Yes,No,Medium,Postgraduate,Medium,No,Positive,3,High,7,13,High,24,High,76.6,2
22,54.0,69.0,Far,87.0,Yes,Medium,Male,C,Yes,No,High,High School,Medium,No,Positive,2,High,8,15,High,6,High,73.5,1
23,74.0,62.0,Moderate,62.0,No,High,Male,D,Yes,No,Medium,High School,Low,No,Neutral,3,Medium,8,5,High,15,High,65.6,2
23,58.0,62.0,Near,64.0,Yes,Low,Female,D,Yes,No,Medium,College,High,No,Positive,1,Low,7,0,Medium,20,High,61.8,2
23,88.0,95.0,Far,74.0,No,Medium,Female,B,Yes,No,High,High School,Medium,No,Positive,2,High,8,27,High,26,Medium,82.4,3
19,83.0,87.0,Moderate,69.0,Yes,Low,Male,C,Yes,No,Medium,College,High,No,Neutral,2,High,9,5,Low,16,High,76.8,0
29,86.0,86.0,Near,65.0,No,Low,Male,C,Yes,No,Medium,High School,High,No,Neutral,1,Medium,8,5,Medium,8,High,75.5,1
18,54.0,85.0,Moderate,66.0,Yes,Medium,Female,D,No,No,Medium,College,Low,Yes,Neutral,3,Medium,7,0,Low,23,Low,66.2,2
25,76.0,94.0,Near,70.0,Yes,Medium,Female,C,Yes,No,Low,Postgraduate,Medium,No,Negative,4,Medium,8,24,Medium,15,Medium,76.6,3
22,92.0,79.0,Near,68.0,No,Medium,Male,C,Yes,No,Medium,High School,High,No,Neutral,3,High,5,18,High,12,Medium,77.4,3
23,86.0,95.0,Near,70.0,No,High,Female,C,Yes,No,Medium,College,Low,Yes,Positive,2,Low,10,4,Medium,15,Medium,79.8,4
22,93.0,74.0,Near,68.0,No,Medium,Male,C,Yes,No,High,High School,High,No,Negative,3,High,8,29,High,18,Medium,76.7,1
24,60.0,97.0,Near,69.0,Yes,Low,Male,C,Yes,No,Medium,High School,High,No,Positive,3,Low,8,5,Low,15,High,71.9,0
22,64.0,88.0,Moderate,66.0,Yes,Medium,Male,D,Yes,No,Low,Postgraduate,Medium,No,Neutral,4,High,7,2,High,6,High,69.8,2
24,72.0,70.0,Moderate,65.0,Yes,Low,Male,D,Yes,No,Medium,College,Medium,No,Neutral,4,Medium,4,12,Low,24,Low,68.1,0
22,76.0,83.0,Near,71.0,Yes,Medium,Male,C,Yes,No,Medium,College,Medium,No,Positive,3,Medium,7,17,High,27,Medium,74.9,1
24,63.0,81.0,Moderate,66.0,Yes,Low,Male,D,Yes,No,Medium,High School,Medium,No,Positive,3,Low,7,1,Low,23,Medium,68.1,1
22,69.0,66.0,Near,61.0,Yes,Low,Male,D,Yes,No,Low,High School,Low,No,Positive,4,Medium,6,1,High,12,Medium,64.4,2
19,84.0,84.0,Moderate,69.0,Yes,Medium,Male,C,Yes,No,Medium,Postgraduate,Medium,No,Neutral,2,Medium,6,2,High,18,High,76.5,3
24,82.0,73.0,Near,65.0,No,Medium,Male,C,Yes,No,Low,College,Medium,No,Negative,3,Medium,6,5,High,19,High,71.7,1
22,56.0,62.0,Moderate,63.0,Yes,Medium,Male,D,Yes,No,Medium,College,Medium,No,Positive,2,Medium,8,1,High,23,Medium,60.7,0
23,99.0,98.0,Far,73.0,Yes,Low,Female,B,Yes,No,High,Postgraduate,Medium,No,Neutral,2,Low,9,13,Medium,23,High,85.8,2
22,78.0,86.0,Moderate,68.0,Yes,Low,Male,C,Yes,No,Low,Postgraduate,High,No,Positive,4,Medium,7,2,High,15,Medium,74.6,1
29,74.0,95.0,Far,70.0,Yes,High,Female,C,Yes,No,Medium,High School,Medium,Yes,Positive,4,Medium,6,4,Medium,19,Low,76.2,1
22,98.0,87.0,Near,72.0,Yes,Medium,Male,B,Yes,No,Medium,College,Medium,No,Neutral,3,Medium,6,8,High,22,Medium,82.8,3
18,57.0,74.0,Moderate,68.0,Yes,Medium,Male,D,No,No,Medium,High School,High,No,Positive,2,Medium,7,1,Low,28,Medium,65.9,3
23,77.0,81.0,Near,68.0,No,High,Male,C,Yes,No,Medium,High School,Medium,No,Positive,3,Medium,7,18,High,23,Medium,73.3,0
29,90.0,87.0,Near,71.0,Yes,Low,Female,C,Yes,No,Medium,High School,High,No,Negative,4,Medium,8,13,Medium,24,Medium,79.9,1
24,70.0,98.0,Moderate,68.0,Yes,Medium,Male,C,Yes,No,Medium,High School,Low,No,Positive,3,Low,6,18,High,20,Medium,74.6,1
24,87.0,70.0,Moderate,70.0,Yes,Low,Male,C,Yes,No,High,Postgraduate,High,No,Neutral,3,Low,8,2,Low,27,Medium,75.1,3
18,95.0,95.0,Near,70.0,Yes,Low,Female,B,No,No,Medium,High School,Medium,Yes,Neutral,4,Low,8,11,Low,21,High,82.5,2
29,63.0,97.0,Near,69.0,Yes,Medium,Female,C,Yes,No,Low,High School,High,Yes,Neutral,3,Medium,6,27,Medium,14,Medium,72.8,2
29,62.0,87.0,Near,73.0,Yes,Low,Female,C,Yes,No,High,High School,High,No,Positive,4,Medium,4,0,Medium,27,High,72.5,2
22,68.0,97.0,Near,72.0,Yes,Medium,Male,C,Yes,No,Low,College,Medium,No,Neutral,4,Medium,6,15,High,23,High,75.8,1
22,71.0,76.0,Near,67.0,No,Medium,Male,C,Yes,No,Medium,Postgraduate,Medium,No,Neutral,3,High,9,2,High,16,High,70.0,0
29,56.0,98.0,Near,69.0,No,Low,Female,C,Yes,No,Medium,High School,High,No,Positive,3,Medium,4,27,Medium,16,Low,70.9,2
23,62.0,88.0,Near,68.0,Yes,High,Male,C,Yes,No,Medium,College,Low,No,Negative,3,Medium,9,18,High,21,Medium,70.2,1
22,94.0,62.0,Far,64.0,No,Medium,Female,C,Yes,No,Medium,Postgraduate,High,No,Positive,3,Low,4,13,High,22,Low,72.6,0
23,78.0,96.0,Moderate,71.0,Yes,Medium,Female,C,Yes,No,Low,High School,Low,No,Neutral,3,High,6,13,High,20,High,78.1,2
23,63.0,79.0,Near,68.0,Yes,Medium,Female,D,Yes,No,Medium,High School,High,No,Neutral,4,Medium,6,0,High,21,High,68.7,1
18,97.0,78.0,Far,70.0,Yes,Low,Male,C,Yes,No,Medium,High School,Medium,No,Positive,2,High,10,2,Low,29,Low,79.7,1
